sample_id,text,label,device_type,specialty,supervision_stage,event_time,source_unit,data_source
synthetic_v1_试验检测缺失_0066,试验检测过程中主变压器功能校验未覆盖重点测点，现场未提供替代依据,试验检测缺失,主变压器,一次设备,试验检测,2024-03-15,设备检修部,synthetic_v1
synthetic_v1_标准执行不到位_0115,到货验收过程中开关柜作业流程仍沿用审核流程，与标准要求存在偏差,标准执行不到位,开关柜,配电,到货验收,2025-03-25,配电工程部,synthetic_v1
synthetic_v1_记录台账不规范_0068,一次设备专业断路器原始记录时间不一致复验结论，不满足留痕管理要求,记录台账不规范,断路器,一次设备,缺陷处理,2025-02-04,运检一班,synthetic_v1
synthetic_v1_标准执行不到位_0140,避雷器管理模板未落实实施步骤，与标准要求存在偏差,标准执行不到位,避雷器,一次设备,异常处置,2024-11-03,继保班,synthetic_v1
synthetic_v1_验收把关不严_0187,防误闭锁装置工程验收未覆盖图纸一致性，仍出具通过意见,验收把关不严,防误闭锁装置,二次设备,改造验收,2024-08-26,基建项目部,synthetic_v1
synthetic_v1_试验检测缺失_0154,接地网专项复验超周期仍未实施重点测点，且原始记录无说明,试验检测缺失,接地网,土建,现场检查,2025-04-20,变电运维站,synthetic_v1
synthetic_v1_记录台账不规范_0074,防误闭锁装置验收问题清单未填写关键字段，台账完整性不足,记录台账不规范,防误闭锁装置,二次设备,改造验收,2024-10-28,运检一班,synthetic_v1
synthetic_v1_标准执行不到位_0163,架空线路在缺陷管理环节管理模板未落实验收规则，与标准要求存在偏差,标准执行不到位,架空线路,输电,缺陷管理,2024-07-03,基建项目部,synthetic_v1
synthetic_v1_验收把关不严_0178,电能表投运验收未核对必要见证资料，会议纪要未见异议记录,验收把关不严,电能表,营销,计划管理,2024-07-08,运检一班,synthetic_v1
synthetic_v1_试验检测缺失_0042,输电专业电缆线路专项复验缺少关键项目，未见补测安排,试验检测缺失,电缆线路,输电,试验检测,2024-09-28,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0059,现场检查发现配电自动化终端巡检台账缺少复验结论，无法支撑后续追溯,记录台账不规范,配电自动化终端,配电,到货验收,2025-02-01,基建项目部,synthetic_v1
synthetic_v1_试验检测缺失_0111,现场检查过程中接地网预防性试验未覆盖必要工况，未见补测安排,试验检测缺失,接地网,土建,现场检查,2024-07-21,试验班,synthetic_v1
synthetic_v1_验收把关不严_0195,接地网在隐蔽验收环节工程验收未核对关键风险点，会议纪要未见异议记录,验收把关不严,接地网,土建,隐蔽验收,2024-03-08,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0078,开关柜联动验收未核对图纸一致性，仍出具通过意见,验收把关不严,开关柜,配电,交接验收,2024-05-09,设备检修部,synthetic_v1
synthetic_v1_记录台账不规范_0116,开关柜在交接验收环节验收问题清单缺少检查明细，扫描件质量较差,记录台账不规范,开关柜,配电,交接验收,2024-12-05,配电工程部,synthetic_v1
synthetic_v1_验收把关不严_0141,现场检查发现主变压器联动验收未核对关键试验结果，会议纪要未见异议记录,验收把关不严,主变压器,一次设备,大修验收,2024-08-04,继保班,synthetic_v1
synthetic_v1_标准执行不到位_0088,一次设备专业断路器判定规则执行频次低于审核流程，相关班组未完成切换宣贯,标准执行不到位,断路器,一次设备,检修验收,2025-05-02,变电运维站,synthetic_v1
synthetic_v1_验收把关不严_0062,轮换验收过程中电能表联动验收未核对图纸一致性，关键见证点缺失,验收把关不严,电能表,营销,轮换验收,2025-04-06,试验班,synthetic_v1
synthetic_v1_验收把关不严_0186,架空线路在日常巡检环节联动验收未完成复验即专项复验，关键见证点缺失,验收把关不严,架空线路,输电,日常巡检,2024-05-12,输电运检室,synthetic_v1
synthetic_v1_标准执行不到位_0086,主变压器在状态监测环节最新标准条款未落实实施步骤，与标准要求存在偏差,标准执行不到位,主变压器,一次设备,状态监测,2024-08-19,设备管理部,synthetic_v1
synthetic_v1_标准执行不到位_0144,日常巡检过程中架空线路现行标准简化处理审核流程，导致执行口径不一致,标准执行不到位,架空线路,输电,日常巡检,2024-07-02,运检一班,synthetic_v1
synthetic_v1_验收把关不严_0116,现场检查发现直流系统检修验收未覆盖关键试验结果，验收把关流于形式,验收把关不严,直流系统,二次设备,运维监督,2025-06-22,继保班,synthetic_v1
synthetic_v1_试验检测缺失_0070,技改验收过程中二次回路核容试验未覆盖必要工况，且原始记录无说明,试验检测缺失,二次回路,二次设备,技改验收,2025-05-31,基建项目部,synthetic_v1
synthetic_v1_记录台账不规范_0113,营销专业电能表操作记录仅保留结论时间戳，整改闭环信息缺失,记录台账不规范,电能表,营销,计划管理,2024-08-15,输电运检室,synthetic_v1
synthetic_v1_记录台账不规范_0060,现场检查发现二次回路原始记录时间不一致时间戳，扫描件质量较差,记录台账不规范,二次回路,二次设备,运行维护,2025-01-02,营销运维班,synthetic_v1
synthetic_v1_记录台账不规范_0078,现场检查发现继电保护装置原始记录漏填处理依据，整改闭环信息缺失,记录台账不规范,继电保护装置,二次设备,运行操作,2024-10-31,试验班,synthetic_v1
synthetic_v1_标准执行不到位_0171,断路器双签要求未按抽检口径，与标准要求存在偏差,标准执行不到位,断路器,一次设备,检修验收,2025-05-09,运检一班,synthetic_v1
synthetic_v1_试验检测缺失_0029,GIS设备功能校验漏做全部间隔，且原始记录无说明,试验检测缺失,GIS设备,一次设备,交接验收,2025-03-17,变电运维站,synthetic_v1
synthetic_v1_记录台账不规范_0070,二次回路在技改验收环节检测报告仅保留结论时间戳，扫描件质量较差,记录台账不规范,二次回路,二次设备,技改验收,2024-03-31,检修中心,synthetic_v1
synthetic_v1_试验检测缺失_0047,二次回路在现场作业环节耐压试验缺少全部间隔，现场未提供替代依据,试验检测缺失,二次回路,二次设备,现场作业,2024-09-25,变电运维站,synthetic_v1
synthetic_v1_试验检测缺失_0123,主变压器交接试验超周期仍未实施高风险回路，现场未提供替代依据,试验检测缺失,主变压器,一次设备,状态监测,2024-09-02,基建项目部,synthetic_v1
synthetic_v1_记录台账不规范_0063,一次设备专业主变压器验收问题清单漏填时间戳，无法支撑后续追溯,记录台账不规范,主变压器,一次设备,大修验收,2024-07-25,基建项目部,synthetic_v1
synthetic_v1_验收把关不严_0156,日常巡检过程中直流系统隐蔽验收未覆盖必要见证资料，会议纪要未见异议记录,验收把关不严,直流系统,二次设备,日常巡检,2025-03-29,试验班,synthetic_v1
synthetic_v1_试验检测缺失_0157,现场检查发现架空线路耐压试验未覆盖关键项目，且原始记录无说明,试验检测缺失,架空线路,输电,日常巡检,2024-06-07,营销运维班,synthetic_v1
synthetic_v1_标准执行不到位_0034,配电专业开关柜周期要求仍沿用填报要求，仍按历史经验执行,标准执行不到位,开关柜,配电,交接验收,2024-12-13,配电工程部,synthetic_v1
synthetic_v1_验收把关不严_0025,避雷器在异常处置环节联动验收未核对关键风险点，验收把关流于形式,验收把关不严,避雷器,一次设备,异常处置,2025-03-05,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0062,主变压器在试验检测环节巡检台账时间不一致处理依据，不满足留痕管理要求,记录台账不规范,主变压器,一次设备,试验检测,2024-08-26,运检一班,synthetic_v1
synthetic_v1_标准执行不到位_0009,现场作业过程中二次回路最新标准条款仍沿用巡检周期，仍按历史经验执行,标准执行不到位,二次回路,二次设备,现场作业,2024-11-12,输电运检室,synthetic_v1
synthetic_v1_标准执行不到位_0098,土建专业接地网周期要求仍沿用填报要求，导致执行口径不一致,标准执行不到位,接地网,土建,现场检查,2024-11-10,设备检修部,synthetic_v1
synthetic_v1_记录台账不规范_0138,一次设备专业GIS设备检测报告缺少复验结论，整改闭环信息缺失,记录台账不规范,GIS设备,一次设备,设备检修,2024-04-13,运维二班,synthetic_v1
synthetic_v1_验收把关不严_0152,现场检查发现避雷器联动验收未组织全量回路，未形成风险复核闭环,验收把关不严,避雷器,一次设备,异常处置,2025-03-12,检修中心,synthetic_v1
synthetic_v1_记录台账不规范_0176,现场检查发现断路器原始记录未签字确认责任人信息，扫描件质量较差,记录台账不规范,断路器,一次设备,缺陷处理,2024-05-02,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0190,现场检查发现直流系统原始记录仅保留结论检查明细，台账完整性不足,记录台账不规范,直流系统,二次设备,日常巡检,2025-02-02,运检一班,synthetic_v1
synthetic_v1_记录台账不规范_0006,直流系统检测报告未签字确认处理依据，台账完整性不足,记录台账不规范,直流系统,二次设备,试验检测,2024-08-27,试验班,synthetic_v1
synthetic_v1_标准执行不到位_0035,现场检查发现配电自动化终端周期要求未落实实施步骤，仍按历史经验执行,标准执行不到位,配电自动化终端,配电,运行维护,2024-03-25,试验班,synthetic_v1
synthetic_v1_试验检测缺失_0167,继电保护装置功能校验未开展全部间隔，且原始记录无说明,试验检测缺失,继电保护装置,二次设备,工程验收,2024-02-01,变电运维站,synthetic_v1
synthetic_v1_试验检测缺失_0115,架空线路耐压试验缺少必要工况，现场未提供替代依据,试验检测缺失,架空线路,输电,竣工验收,2024-04-03,运检一班,synthetic_v1
synthetic_v1_验收把关不严_0069,架空线路在日常巡检环节工程验收未组织全量回路，关键见证点缺失,验收把关不严,架空线路,输电,日常巡检,2024-06-27,变电运维站,synthetic_v1
synthetic_v1_标准执行不到位_0082,二次回路在运行维护环节现行标准简化处理验收规则，导致执行口径不一致,标准执行不到位,二次回路,二次设备,运行维护,2024-10-07,营销运维班,synthetic_v1
synthetic_v1_验收把关不严_0043,现场检查发现断路器隐蔽验收未组织专项复验，未形成风险复核闭环,验收把关不严,断路器,一次设备,试验检测,2025-02-13,试验班,synthetic_v1
synthetic_v1_验收把关不严_0134,现场检查发现防误闭锁装置隐蔽验收资料未齐套即关键试验结果，验收把关流于形式,验收把关不严,防误闭锁装置,二次设备,联调联试,2025-05-14,继保班,synthetic_v1
synthetic_v1_标准执行不到位_0122,电缆线路在试验检测环节最新标准条款简化处理巡检周期，与标准要求存在偏差,标准执行不到位,电缆线路,输电,试验检测,2024-09-05,配电工程部,synthetic_v1
synthetic_v1_标准执行不到位_0155,现场检查发现继电保护装置作业流程未落实审核流程，导致执行口径不一致,标准执行不到位,继电保护装置,二次设备,工程验收,2024-03-27,配电工程部,synthetic_v1
synthetic_v1_记录台账不规范_0124,一次设备专业避雷器检测报告仅保留结论复验结论，无法支撑后续追溯,记录台账不规范,避雷器,一次设备,在线监测,2024-01-05,变电运维站,synthetic_v1
synthetic_v1_标准执行不到位_0018,一次设备专业避雷器现行标准执行频次低于抽检口径，导致执行口径不一致,标准执行不到位,避雷器,一次设备,试验检测,2024-01-28,输电运检室,synthetic_v1
synthetic_v1_记录台账不规范_0008,主变压器检测报告未签字确认复验结论，整改闭环信息缺失,记录台账不规范,主变压器,一次设备,状态监测,2024-05-03,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0065,现场检查发现电能表工程验收资料未齐套即全量回路，关键见证点缺失,验收把关不严,电能表,营销,抽检监督,2024-11-19,设备管理部,synthetic_v1
synthetic_v1_标准执行不到位_0175,开关柜在到货验收环节最新标准条款抽检比例低于巡检周期，导致执行口径不一致,标准执行不到位,开关柜,配电,到货验收,2024-06-27,设备管理部,synthetic_v1
synthetic_v1_试验检测缺失_0061,试验检测过程中直流系统功能校验缺少重点测点，且原始记录无说明,试验检测缺失,直流系统,二次设备,试验检测,2024-05-10,试验班,synthetic_v1
synthetic_v1_验收把关不严_0124,一次设备专业断路器检修验收未组织图纸一致性，会议纪要未见异议记录,验收把关不严,断路器,一次设备,试验检测,2025-04-16,运检一班,synthetic_v1
synthetic_v1_验收把关不严_0184,现场检查发现电缆线路投运验收未完成复验即关键风险点，关键见证点缺失,验收把关不严,电缆线路,输电,试验检测,2024-08-02,营销运维班,synthetic_v1
synthetic_v1_标准执行不到位_0167,试验检测过程中电缆线路管理模板未按审核流程，相关班组未完成切换宣贯,标准执行不到位,电缆线路,输电,试验检测,2024-03-28,输电运检室,synthetic_v1
synthetic_v1_试验检测缺失_0076,现场检查发现防误闭锁装置核容试验未覆盖全部间隔，现场未提供替代依据,试验检测缺失,防误闭锁装置,二次设备,改造验收,2024-11-01,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0085,避雷器在试验检测环节检修验收资料未齐套即图纸一致性，未形成风险复核闭环,验收把关不严,避雷器,一次设备,试验检测,2025-03-23,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0119,试验检测过程中主变压器异常处置单缺少检查明细，整改闭环信息缺失,记录台账不规范,主变压器,一次设备,试验检测,2024-07-24,检修中心,synthetic_v1
synthetic_v1_试验检测缺失_0192,竣工验收过程中架空线路核容试验未覆盖高风险回路，导致结果无法满足验收依据,试验检测缺失,架空线路,输电,竣工验收,2024-03-21,设备管理部,synthetic_v1
synthetic_v1_试验检测缺失_0023,缺陷处理过程中断路器状态检测漏做必要工况，且原始记录无说明,试验检测缺失,断路器,一次设备,缺陷处理,2024-06-18,设备检修部,synthetic_v1
synthetic_v1_记录台账不规范_0017,现场检查发现主变压器操作记录未签字确认责任人信息，扫描件质量较差,记录台账不规范,主变压器,一次设备,大修验收,2024-05-15,输电运检室,synthetic_v1
synthetic_v1_标准执行不到位_0182,架空线路现行标准简化处理审核流程，相关班组未完成切换宣贯,标准执行不到位,架空线路,输电,缺陷管理,2024-05-17,变电运维站,synthetic_v1
synthetic_v1_验收把关不严_0121,配电专业开关柜功能验收资料未齐套即关键风险点，仍出具通过意见,验收把关不严,开关柜,配电,交接验收,2025-04-08,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0053,到货验收过程中开关柜检修验收未组织图纸一致性，验收把关流于形式,验收把关不严,开关柜,配电,到货验收,2024-09-04,继保班,synthetic_v1
synthetic_v1_试验检测缺失_0003,架空线路在缺陷管理环节耐压试验超周期仍未实施重点测点，现场未提供替代依据,试验检测缺失,架空线路,输电,缺陷管理,2024-07-22,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0199,避雷器验收问题清单缺少复验结论，无法支撑后续追溯,记录台账不规范,避雷器,一次设备,异常处置,2025-05-13,基建项目部,synthetic_v1
synthetic_v1_验收把关不严_0169,投运验收过程中开关柜工程验收资料未齐套即专项复验，仍出具通过意见,验收把关不严,开关柜,配电,投运验收,2025-02-06,检修中心,synthetic_v1
synthetic_v1_标准执行不到位_0060,直流系统在运维监督环节现行标准抽检比例低于巡检周期，现场人员解释依据不充分,标准执行不到位,直流系统,二次设备,运维监督,2025-06-11,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0155,二次设备专业二次回路工程验收未核对图纸一致性，仍出具通过意见,验收把关不严,二次回路,二次设备,现场作业,2024-05-01,设备管理部,synthetic_v1
synthetic_v1_记录台账不规范_0120,二次设备专业二次回路验收问题清单未签字确认时间戳，无法支撑后续追溯,记录台账不规范,二次回路,二次设备,运行维护,2024-03-23,检修中心,synthetic_v1
synthetic_v1_验收把关不严_0127,架空线路联动验收未覆盖专项复验，仍出具通过意见,验收把关不严,架空线路,输电,日常巡检,2024-02-08,试验班,synthetic_v1
synthetic_v1_试验检测缺失_0102,主变压器核容试验超周期仍未实施全部间隔，与现行标准要求不符,试验检测缺失,主变压器,一次设备,状态监测,2024-05-09,试验班,synthetic_v1
synthetic_v1_验收把关不严_0035,运行操作过程中继电保护装置检修验收未覆盖必要见证资料，仍出具通过意见,验收把关不严,继电保护装置,二次设备,运行操作,2025-02-11,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0161,运维监督过程中直流系统隐蔽验收未核对必要见证资料，验收把关流于形式,验收把关不严,直流系统,二次设备,运维监督,2025-02-26,试验班,synthetic_v1
synthetic_v1_标准执行不到位_0181,现场检查发现GIS设备最新标准条款抽检比例低于填报要求，相关班组未完成切换宣贯,标准执行不到位,GIS设备,一次设备,试验检测,2025-04-13,输电运检室,synthetic_v1
synthetic_v1_标准执行不到位_0028,现场检查发现配电自动化终端判定规则未落实填报要求，与标准要求存在偏差,标准执行不到位,配电自动化终端,配电,到货验收,2024-09-03,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0191,隐蔽验收过程中接地网联动验收未覆盖关键试验结果，仍出具通过意见,验收把关不严,接地网,土建,隐蔽验收,2025-02-09,输电运检室,synthetic_v1
synthetic_v1_验收把关不严_0173,主变压器在试验检测环节检修验收未核对图纸一致性，仍出具通过意见,验收把关不严,主变压器,一次设备,试验检测,2024-06-02,输电运检室,synthetic_v1
synthetic_v1_记录台账不规范_0128,配电自动化终端检测报告漏填复验结论，无法支撑后续追溯,记录台账不规范,配电自动化终端,配电,功能验收,2024-08-21,运检一班,synthetic_v1
synthetic_v1_验收把关不严_0049,计划管理过程中电能表投运验收未组织专项复验，验收把关流于形式,验收把关不严,电能表,营销,计划管理,2024-04-29,设备检修部,synthetic_v1
synthetic_v1_标准执行不到位_0108,二次设备专业继电保护装置判定规则未落实填报要求，仍按历史经验执行,标准执行不到位,继电保护装置,二次设备,工程验收,2024-05-18,检修中心,synthetic_v1
synthetic_v1_标准执行不到位_0117,继电保护装置周期要求仍沿用巡检周期，相关班组未完成切换宣贯,标准执行不到位,继电保护装置,二次设备,定期检验,2025-06-17,变电运维站,synthetic_v1
synthetic_v1_记录台账不规范_0003,GIS设备巡检台账未填写责任人信息，整改闭环信息缺失,记录台账不规范,GIS设备,一次设备,设备检修,2024-01-17,设备检修部,synthetic_v1
synthetic_v1_试验检测缺失_0107,电能表状态检测仅完成部分关键项目，现场未提供替代依据,试验检测缺失,电能表,营销,抽检监督,2024-11-08,配电工程部,synthetic_v1
synthetic_v1_验收把关不严_0074,二次设备专业防误闭锁装置检修验收仅抽查必要见证资料，验收把关流于形式,验收把关不严,防误闭锁装置,二次设备,运行维护,2024-07-07,检修中心,synthetic_v1
synthetic_v1_试验检测缺失_0071,现场检查发现开关柜核容试验缺少重点测点，导致结果无法满足验收依据,试验检测缺失,开关柜,配电,交接验收,2024-09-22,设备检修部,synthetic_v1
synthetic_v1_标准执行不到位_0061,GIS设备在试验检测环节现行标准仍沿用实施步骤，相关班组未完成切换宣贯,标准执行不到位,GIS设备,一次设备,试验检测,2024-09-10,设备检修部,synthetic_v1
synthetic_v1_记录台账不规范_0038,GIS设备检测报告未签字确认关键字段，整改闭环信息缺失,记录台账不规范,GIS设备,一次设备,交接验收,2025-06-16,继保班,synthetic_v1
synthetic_v1_标准执行不到位_0074,运行维护过程中防误闭锁装置现行标准未落实验收规则，仍按历史经验执行,标准执行不到位,防误闭锁装置,二次设备,运行维护,2024-08-21,变电运维站,synthetic_v1
synthetic_v1_试验检测缺失_0160,电能表耐压试验超周期仍未实施必要工况，与现行标准要求不符,试验检测缺失,电能表,营销,轮换验收,2024-08-05,运维二班,synthetic_v1
synthetic_v1_试验检测缺失_0164,大修验收过程中主变压器交接试验未开展高风险回路，与现行标准要求不符,试验检测缺失,主变压器,一次设备,大修验收,2024-11-27,继保班,synthetic_v1
synthetic_v1_记录台账不规范_0102,竣工验收过程中架空线路操作记录时间不一致关键字段，扫描件质量较差,记录台账不规范,架空线路,输电,竣工验收,2025-04-30,检修中心,synthetic_v1
synthetic_v1_标准执行不到位_0128,GIS设备双签要求仍沿用巡检周期，仍按历史经验执行,标准执行不到位,GIS设备,一次设备,设备检修,2024-11-23,设备检修部,synthetic_v1
synthetic_v1_验收把关不严_0170,联调联试过程中防误闭锁装置投运验收资料未齐套即全量回路，会议纪要未见异议记录,验收把关不严,防误闭锁装置,二次设备,联调联试,2024-07-25,营销运维班,synthetic_v1
synthetic_v1_记录台账不规范_0020,试验检测过程中直流系统操作记录仅保留结论检查明细，不满足留痕管理要求,记录台账不规范,直流系统,二次设备,试验检测,2024-03-25,配电工程部,synthetic_v1
synthetic_v1_验收把关不严_0070,运行维护过程中配电自动化终端联动验收资料未齐套即全量回路，未形成风险复核闭环,验收把关不严,配电自动化终端,配电,运行维护,2024-03-21,设备检修部,synthetic_v1
synthetic_v1_试验检测缺失_0084,避雷器交接试验漏做必要工况，现场未提供替代依据,试验检测缺失,避雷器,一次设备,试验检测,2024-09-19,营销运维班,synthetic_v1
synthetic_v1_验收把关不严_0041,现场检查发现电能表投运验收未核对关键试验结果，关键见证点缺失,验收把关不严,电能表,营销,抽检监督,2024-10-19,设备管理部,synthetic_v1
